id,category,subcategory,subsubcategory,description,difficulty,tags
cd5f1ac0-fb2e-4fcb-9f66-412c6f71c86a,Machine Learning & AI,Model Inference & Serving,Model Export & Serialization,"Export a scikit-learn Pipeline that includes a custom categorical encoder and a RandomForest model to ONNX by implementing a custom converter and shape calculator, then verify output parity against the original pipeline with onnxruntime on a mixed-type dataset. Save the portable ONNX and a small parity report summarizing numerical differences and opset/ir metadata.",,
fd48d907-fe4d-41aa-88af-31513dab7719,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Implement a FastAPI-based Docker microservice that hosts two versions of a fine-tuned Hugging Face BERT model for sentiment analysis, supports runtime model version selection via an HTTP header, and performs asynchronous batched inference. Include Prometheus-compatible endpoints for request metrics, latency breakdowns, and model load times, plus a CLI for health checks and graceful hot-reloading of models without downtime.",,
2d05c44c-06bc-44af-a5a3-ed77727174d3,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Deploy a FastAPI microservice that serves a small ONNX sentiment classifier via ONNX Runtime with async micro-batching (max batch size and wait time), concurrency-safe tokenization, and pydantic request validation. Provide Dockerfile and startup scripts, expose /predict, /healthz, and /metrics (Prometheus) endpoints, and implement a zero-downtime hot-swap endpoint that atomically loads and switches to a new model file.",,
b177f1f7-5293-49fa-8a4a-ac9d694b6fb1,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Package a CPU-only ResNet18 into a TorchServe .mar with a custom handler that performs torchvision preprocessing and returns top-5 class probabilities as JSON. Launch TorchServe on 0.0.0.0:8080, register the model, support both single and batched image requests at /predictions/resnet18 with proper 400 errors for invalid inputs, and expose /ping and Prometheus /metrics for health and monitoring.",,
955019b3-f7cd-4c80-84dd-ed39cae77562,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Package a pre-trained PyTorch ResNet18 into a TorchServe .mar with a custom handler that accepts base64-encoded images, applies preprocessing, and returns top-3 labels with probabilities. Launch TorchServe with dynamic batching (e.g., max_batch_size=8), register the model via the management API, issue batched requests, and write a latency/throughput summary to /app/serve_metrics.json.",,
246a9b2e-757b-4b05-8425-3fbd010e8d7d,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Implement a Python gRPC inference server that loads a CPU-only ONNX Runtime model and performs dynamic micro-batching (bounded by batch size and a 50 ms queue window), exposing the gRPC health checking service and a Prometheus /metrics endpoint. Provide a CLI load generator to issue concurrent requests and write a JSON report comparing latency/QPS in batched vs unbatched modes to /app/bench.json.",,
0e41513a-caeb-47da-8165-f41701c78506,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Deploy a quantized BART summarization model as a Dockerized FastAPI microservice that supports both REST and gRPC endpoints, asynchronous dynamic batching, JWT-authenticated requests, and emits Prometheus-compatible latency and throughput metrics. Provide a CLI tool to manage the server lifecycle (start, stop, reload) and include an example client script for end-to-end testing.",,
cfa43219-1a9f-40cc-b32e-c5eb575ae6b8,Machine Learning & AI,Model Inference & Serving,Serving & Deployment,"Implement a FastAPI-based microservice that loads both a TensorFlow Object Detection API model and a PyTorch segmentation model, dynamically routes requests based on a JSON flag, and falls back to CPU-only inference when GPU is unavailable. Include asynchronous request batching with configurable batch size and timeout, expose Prometheus-compatible metrics at /metrics, and provide a Typer CLI for bulk image scoring reusing the same service logic.",,
84469d46-a34c-48d3-8548-eaeef88a9eb2,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,"Fine-tune a GPT-Neo 2.7B model using PEFT’s LoRA adapters on a legal contracts summarization dataset, with configurable adapter rank, learning rate, and batch size via CLI. After training, quantize the adapter weights to 8-bit and package the model for efficient inference, reporting ROUGE scores on a held-out test set.",,
bfce7f82-557a-40b0-a69b-98d3f57a4a43,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,"Fine-tune a pretrained sentence-transformer (e.g., sentence-transformers/all-MiniLM-L6-v2) on provided positive/negative sentence pairs with a contrastive cosine-similarity loss to adapt it for semantic search. Provide a CPU-only CLI that trains, saves the fine-tuned encoder, and reports MRR@10 and Recall@10 on a held-out query set using exact cosine similarity over corpus embeddings.",,
defb78db-061d-467c-9685-1fa72d8f649d,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,"Fine-tune T5-small with parameter-efficient prefix tuning to translate English task descriptions into Bash one-liners on a provided dataset; evaluate exact match and BLEU on a held-out split, and save both the prefix adapter and a merged model plus predictions.json to /app.",,
8d4f7a93-4604-40f5-aef6-04d92d051a9e,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,"Implement parameter-efficient fine-tuning by inserting lightweight adapter modules into a pretrained DistilBERT for domain text classification, training only adapters with discriminative layer-wise learning rates and a slanted triangular schedule. Provide a CLI to train/evaluate, export adapter-only weights, verify the frozen base model hash is unchanged, and support hot-swapping different adapter checkpoints at inference.",,
788a5a1b-314f-470c-8fed-eb681c37e757,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,"Fine-tune a pretrained OpenAI CLIP model with lightweight adapter modules on a custom 10-class image dataset for zero-shot classification, providing a deterministic CLI that handles data preprocessing, adapter training with a frozen backbone, and outputs top-1/5 accuracy and confusion matrix metrics on held-out labels.",,
d9ce3928-db01-4044-a894-8f004f598a55,Machine Learning & AI,Model Training & Optimization,Fine-Tuning Pretrained Models,Implement a Python CLI to fine-tune a pretrained BART transformer on a dataset of long policy documents for abstractive summarization using mixed-precision training and early stopping; log metrics to Weights & Biases. Export the final model as a quantized ONNX file and evaluate using ROUGE scores on a held-out test set.,,
039571e4-dfab-4ccd-b130-f526007c0c9c,Machine Learning & AI,Model Training & Optimization,Hyperparameter Optimization,"Create a reproducible, multi-objective Optuna study that tunes a CPU-only PyTorch tabular classifier (layers, width, dropout, learning rate, weight decay, batch size) to simultaneously maximize ROC-AUC and minimize measured inference latency using ASHA pruning within a fixed time budget. Persist the study to a local SQLite DB, export the Pareto-optimal trials to /app/pareto.json, and save the fastest model meeting a target AUC threshold to /app/best_model.",,
1b438d12-7b47-4141-a4e8-ecd836b0599e,Machine Learning & AI,Model Training & Optimization,Hyperparameter Optimization,"Build an end-to-end Optuna pipeline using its NSGA-II sampler to tune AdamW weight decay, learning rate, and warmup ratio for fine-tuning BERT on SST-2, jointly optimizing validation accuracy and GPU training time under a fixed memory cap. Record the nondominated trials as a pareto_front.json with top hyperparameter sets and their two objectives.",,
d59b9aab-6dd6-4f2a-a4e1-68fa8904e722,Machine Learning & AI,Model Training & Optimization,Hyperparameter Optimization,"Implement a CLI pipeline that uses Optuna to perform multi-objective hyperparameter optimization of a given PyTorch model, balancing classification accuracy and inference latency on the provided dataset. The tool must support multi-fidelity pruning, cache trials for reproducibility, and export the Pareto front configurations as JSON.",,
38f9769c-54a5-4abd-9cd6-084ce00cfc51,Machine Learning & AI,Model Training & Optimization,Hyperparameter Optimization,"Build a CLI that performs multi-objective hyperparameter optimization with Optuna for a PyTorch CNN on Fashion-MNIST, maximizing validation accuracy while minimizing wall-clock time via ASHA pruning and a SQLite-backed study that can be resumed. After the search, pick the Pareto-optimal trial under a 30s time budget, deterministically retrain on the full training set, and export best_config.json, study.db, metrics.json, and best_model.pt.",,
c52f37f6-f681-455d-8904-8cd2f8ef403d,Machine Learning & AI,Model Training & Optimization,Hyperparameter Optimization,"Build a reproducible Optuna-powered multi-fidelity search (ASHA pruner) that tunes learning rate, weight decay, batch size, and transformer depth for a small text classifier on a provided CSV, persisting the study to SQLite. After the search, retrain the best trial and export the final model along with a Pareto front that balances validation accuracy against measured inference latency.",,
d56d132b-0cbc-4654-9318-2144ada5d39b,Machine Learning & AI,Model Training & Optimization,Resource Management & Parallel Training,"Create a Dockerized PyTorch pipeline-parallel training script that splits a ResNet-50 into two stages across two GPUs, uses torch.distributed RPC for microbatch scheduling and gradient checkpointing, handles automatic rollover to CPU memory when a GPU runs out of space, and logs per-step throughput, GPU utilization, and peak memory usage.",,
44344258-22bc-4e7c-99e3-1462b74f7f69,Machine Learning & AI,Model Training & Optimization,Resource Management & Parallel Training,"Implement a PyTorch DistributedDataParallel script that auto-detects available CPUs and multiple GPUs, spawns per-device processes, and trains a simple CNN with synchronized gradient reduction. The script should dynamically adjust per-GPU batch sizes based on free memory and log device-specific GPU utilization, memory usage, and per-epoch training throughput to a CSV file.",,
dcff2fc0-b4ae-4b12-9bba-bea765ff73d6,Machine Learning & AI,Model Training & Optimization,Supervised & Unsupervised Learning,"Train a sparse autoencoder in PyTorch on a numeric tabular dataset with early stopping and L1 activation regularization, saving the encoder to /app/encoder.pt. Freeze the encoder to generate embeddings and train a scikit-learn logistic regression on labels, reporting stratified 5-fold ROC-AUC and writing metrics and artifact paths to /app/results.json.",,
bc3559e5-94a6-4098-acc5-0be5a32cee24,Machine Learning & AI,Model Training & Optimization,Training Loop Implementation,"Implement a PyTorch training loop for a CNN on CIFAR-10 with gradient norm clipping, a one‐cycle learning rate scheduler, and early stopping. The script must checkpoint the best model, log training and validation metrics to JSON, and resume correctly from the latest checkpoint.",,
03f02971-558b-42ff-8db5-fa4961114657,Machine Learning & AI,Model Training & Optimization,Training Loop Implementation,"Implement a PyTorch training loop for a tiny character-level language model on a given corpus with truncated BPTT, gradient accumulation, global-norm gradient clipping, and early stopping on validation loss. Support rotating checkpoints (keep N), exact resume of optimizer/scheduler and RNG state after interruption, and deterministic results when a seed is provided.",,
2d4ffad4-aa8a-4b4b-9885-e54b8c0bc7dc,Machine Learning & AI,Model Training & Optimization,Training Loop Implementation,"Implement a PyTorch federated averaging training loop that simulates multiple clients each performing local training with gradient clipping and optional momentum, aggregates weights via FedAvg with dynamic client sampling per round, and supports checkpointing and resume functionality. Include early stopping based on global validation metrics and detailed per-round TensorBoard logging.",,
8c1dddab-7f75-4dc9-a24a-51059d2ed48f,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Custom Environment Setup & Curriculum Policy Training,"Implement and register a custom OpenAI Gym environment simulating a 2D robotic pick-and-place task with randomized object positions, sparse success rewards, and failure conditions. Then train a PPO agent via stable-baselines3 through a three-phase curriculum, logging per-episode returns, success rates, and training checkpoints to metrics.json.",,
2826f686-e7d8-45be-860f-3ffc81252e18,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Environment Setup & Policy Training,"Create a Dockerized Gym environment wrapper that applies domain randomization to CartPole’s physics parameters (mass, length, gravity), configure and train a Soft Actor-Critic agent using stable-baselines3 with a linear learning-rate schedule and TensorBoard logging, then export the saved policy. Validate the policy over 10 unseen physics seeds to achieve an average return ≥195.",,
68f9e62d-1d50-4979-9221-4d0ceb7a209f,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Environment Setup & Policy Training,"Create and register a custom Gymnasium environment 'ThermalControl-v0' whose dynamics (heat capacity, loss rate, actuator limits, and disturbance sequence) are loaded from /app/dynamics.yaml, and train a Soft Actor-Critic agent with stable-baselines3 (automatic entropy tuning) to keep temperature within a target band via domain-randomized episodes. Save the trained policy to /app/checkpoints and a 100-episode seeded evaluation log (time, state, action, reward) to /app/eval.csv for automated verification.",,
e82e442a-f53d-453b-b1ab-86068e4e6732,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Environment Setup & Policy Training,"Implement a custom OpenAI Gym multi-asset trading environment using /app/data/price_history.csv, with portfolio and risk-adjusted reward shaping. Configure RLlib to train a PPO agent for 200k timesteps, output training logs, Sharpe ratio and cumulative returns in metrics.json, and save the final policy checkpoint.",,
6062f9bc-1a32-4539-ab64-bb6ab2b97285,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Environment Setup & Policy Training,"Install Ray RLlib with PettingZoo and SuperSuit, configure the MPE simple_spread_v3 multi-agent environment, and train a shared-parameter PPO policy using vectorized parallel environments. Export the trained policy to TorchScript and run a seeded evaluation that writes per-agent rewards and coverage metrics to /app/mpe_eval.json.",,
482ec49a-8032-4f97-a0ea-d06c224a1cf4,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Environment Setup & Policy Training,"Create a Dockerized custom OpenAI Gym environment simulating a 2D gridworld with dynamic obstacles and moving goals, register it via gym.make(), and automate training a PPO agent with curriculum learning and reward shaping. Provide a deterministic CLI that seeds all randomness, launches training, logs TensorBoard metrics, saves the final policy, and runs evaluation episodes with aggregated performance output.",,
3412324f-afdd-4e3c-a6ec-545bae3d878a,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Implement a Python CLI tool at /app/train_connect4.py that sets up an OpenAI Gym Connect Four environment for two DQN agents to learn via self-play with an epsilon-greedy schedule, periodically evaluating head-to-head performance. The script must save the best agent model as /app/models/best_agent.pt, record win rates over 100-episode evaluation windows in /app/metrics.json, and output a final payoff_matrix.csv documenting win/draw counts.",,
3b50270a-f515-4802-b6bd-8f49b952abe3,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Implement a self-play training pipeline using the PettingZoo ‘simple_tag’ pursuit-evasion environment with PPO from stable-baselines3, periodically swapping chaser and evader policies. Log episodic team rewards, role-switch events, and save agent checkpoints once cooperative performance exceeds a threshold, then evaluate against random baselines and output metrics.json with per-agent and joint reward statistics.",,
908ba69b-2e25-46e5-81f4-a1cad26cdbad,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Train a near-Nash strategy for Kuhn Poker via self-play Counterfactual Regret Minimization (CFR/CFR+) using OpenSpiel (pyspiel), then serialize the average policy and compute exploitability. Produce a policy artifact and a metrics report demonstrating exploitability below a specified threshold.",,
ada92c7c-5d37-4f64-8724-ec6138a568d1,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,Implement from-scratch CFR+ self-play for Kuhn Poker with a CLI to train for N iterations and compute exploitability via an exact best response. Save the average strategy to /app/kuhn_policy.json and ensure the final policy’s exploitability is ≤0.05 chips.,,
e4de7787-4b00-4ab3-a58e-2e3f9ed14bcb,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Implement a self-play Counterfactual Regret Minimization trainer for Kuhn Poker with a minimal game engine including chance nodes, information-set caching, and average-strategy export. The script should train to a low-exploitability policy verified by a best-response evaluator, be reproducible via seeding, and finish on CPU within tight time limits.",,
92ff6d83-aa4e-46c8-a359-9ea7cc5e04db,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Implement a Dockerized Python CLI project that defines a custom grid-world predator-prey environment for two agents, configures self-play with Stable Baselines3’s PPO including curriculum difficulty scaling and periodic opponent parameter swapping, and supports automatic checkpointing. After training, run 200 headless evaluation episodes and produce a JSON report with win rates, average episode length, and policy entropy.",,
5abd49cf-e743-422e-9d64-ffc0c3945d58,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Multi-Agent & Self-Play Training,"Create a gridworld capture-the-flag environment using PettingZoo, train two competing agent teams via Stable Baselines3 PPO in self-play with parameter sharing, log episodic win rates and cooperation metrics, and export the best team policies and training curves.",,
bc7ef49f-3e4e-4df4-a9ce-5f765d77d9b6,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"In a 2D gridworld with a key, a locked door, and a fragile vase, implement and compare three rewards: sparse goal-only, potential-based shaping with step penalty, and a side-effect avoidance term that penalizes action impact relative to an inaction baseline using object-position L1 distance. Train a fixed PPO agent under each reward, detect reward hacking like key pick/drop loops, and produce a summary of goal success, vase collisions, loop frequency, and sample efficiency.",,
42542e5b-3910-49d1-8d17-6b843192891f,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"Augment Gymnasium’s LunarLander-v2 with a configurable multi-objective reward balancing landing accuracy, fuel efficiency, and leg-contact stability, then sweep at least 32 coefficient sets where each trains a lightweight PPO agent for a fixed budget. Compute and save the Pareto frontier and knee-point selection with CSV/plots of episodic return, crash rate, and fuel use to verify the chosen reward balances competing objectives.",,
4fc46959-8f65-49e1-a8fa-271dec78720d,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"Implement a custom Gymnasium GridWorld with a sparse goal reward, time penalty, and stochastic hazard tiles, then compare two rewards: potential-based shaping via Manhattan-distance potential and a naive per-step progress bonus. Train PPO under both and report success rate, hazard contacts, and path optimality gap to highlight shaping invariance vs reward hacking.",,
7ce72b3e-9f64-424f-8067-bb665f1dc459,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"Design and implement a multi-objective reward function in a custom gym-based logistics simulation that balances delivery time, fuel consumption, and fairness among multiple agents, and evaluate trade-offs by plotting Pareto frontiers of performance metrics across varying weight configurations.",,
fddab346-f2c4-49e6-9ac6-1e22bfc87919,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"Design and evaluate multi-objective rewards for Gymnasium’s Taxi-v3 by augmenting the sparse reward with penalties for illegal pickup/dropoff and a discomfort cost proportional to action changes, implementing both scalarized (lambda-weighted) and Lagrangian-constrained formulations. Train a tabular Q-learning agent across a sweep of coefficients and report the Pareto frontier between episode length and discomfort with a baseline comparison to the original sparse reward.",,
28b77aa4-22c5-4792-86d7-e66df1b721ad,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"In a simulated warehouse navigation environment, design and implement reward functions that balance path efficiency, collision avoidance, and battery consumption; then evaluate how different reward weightings affect the agent’s learning speed, policy robustness, and trade-offs among objectives.",,
5ff21f55-e252-40ff-9c7e-98dcc47b4516,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Reward Design & Evaluation,"Implement and compare multiple reward functions combining extrinsic goal completion with intrinsic curiosity bonuses in a procedurally generated maze environment, training an OpenAI Gym agent under various reward-weight schedules. Automate runs for each schedule, collect path efficiency and state coverage metrics, and output a Pareto-front analysis in JSON.",,
acc236c8-85b5-43ad-abe8-6aa81f926374,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a Python CLI that collects rollouts from the OpenAI Gym CartPole-v1 environment into a disk-backed prioritized experience replay buffer using a SumTree, supports proportional priority updates and both uniform and prioritized minibatch sampling, and writes buffer statistics and sampled indices to JSON files.",,
abd711d4-0eb1-4e41-897f-8ebcc789b12d,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a goal-conditioned 2D grid environment and generate large-scale rollouts to an on-disk replay buffer supporting Hindsight Experience Replay, n-step returns, and prioritized sampling with importance weights. Train a lightweight DQN for several thousand updates from this buffer and output success-rate curves and sampling diagnostics derived from the stored trajectories.",,
47ac2a0d-24bd-45ed-95e6-6f6a198df1f3,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a multiprocessing rollout + learner system that generates goal-conditioned episodes and stores them in a segment-tree prioritized replay buffer with n-step returns and on-the-fly Hindsight Experience Replay relabeling. The buffer must support batched append/sample/update with importance-sampling weights, be mmap-backed to handle 10M+ transitions, and a training script should reach a target success rate while validating sampling distribution and bias correction.",,
10862da4-27c2-4b86-9fd5-8dd2a1478b3d,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a memory-mapped, Zarr-backed replay buffer for Gymnasium Dict/Box spaces with prioritized experience replay, n-step returns, and sequence sampling for RNN policies (burn-in, overlap, zero-padding). Provide a CLI to run vectorized rollouts to populate the store, then deterministically sample batches under a fixed seed and output a JSON report verifying priority distributions, importance-sampling weights, and crash-safe resume behavior.",,
76538d90-c15e-4027-a196-bfb0b5703959,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a Python CLI that executes OpenAI Gym rollouts using both random and heuristic policies to collect n-step trajectories stored in a prioritized replay buffer with proportional and rank-based sampling via segment trees. Include commands to generate trajectories, sample mini-batches as Torch tensors, purge stale experiences, and log buffer statistics (priority distribution, average returns) to JSON.",,
aba66aee-ba00-4791-9b3f-42c88721be78,Machine Learning & AI,Reinforcement Learning & Simulation-Based Training,Simulation Rollouts & Replay Buffers,"Implement a disk-backed prioritized replay buffer daemon that ingests CartPole-v1 transitions from multiple local producer scripts over TCP, computes n-step returns across episode boundaries, and persists state for crash-safe restart. Provide a client to sample mini-batches with PER (alpha/beta) and importance weights, with a test harness that verifies sampling distribution, deterministic checksums for sampled batches, and replay continuity after restart.",,
9e2fb891-354d-420b-a689-cc40b0097aea,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Create a Python pipeline that uses TextAttack to craft adversarial text examples against a BERT sentiment classifier under semantic and grammatical constraints, logs attack success rates and similarity metrics, then fine-tunes the model on the adversarial examples and outputs pre- and post-defense robustness reports in JSON.",,
61bc22bb-461b-46db-88ca-602960cc80d4,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Train a small CNN on MNIST (CPU) and implement FGSM and PGD-Linf attacks. Add a feature-squeezing detector (bit-depth reduction + median smoothing) and an adversarially trained variant, then report clean/robust accuracy at eps=0.3 and ROC-AUC for detection, saving metrics and checkpoints.",,
cde85dee-1de4-49ad-8a26-7cc359dc2db0,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Implement a CPU-only Python CLI that loads a provided CIFAR-10 model, wraps it with a non-differentiable defense (bit-depth reduction plus randomized resizing), and evaluates robust accuracy under FGSM, PGD, and BPDA+EOT-PGD. Save per-attack metrics to /app/robust_metrics.json and 32 adversarial samples per attack to /app/adv/{attack}/, demonstrating that BPDA+EOT meaningfully reduces reported robustness compared to naive PGD.",,
943ac041-04a1-4110-a8aa-ed1db97bf7c3,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Create a CLI pipeline that attacks a pretrained image classifier with EOT-PGD over random crops, rotations, and Gaussian noise, then reports robust accuracy and worst-case loss. Implement a defense via randomized smoothing with calibrated sigma to compute per-sample certified radii and write a CSV summarizing clean/robust accuracy and certificates for a test subset.",,
503551a7-7be4-4144-8a11-abea2c2a904e,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Implement a CLI to load a pretrained CIFAR-10 classifier and generate FGSM, PGD, and CW adversarial examples at user-specified perturbation levels. Then apply adversarial training and randomized smoothing defenses to compute robust accuracy curves, per-sample certified radii, and save artifacts and plots in a reproducible format.",,
fec512ab-5691-404c-a919-0c4c5244f990,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Implement a randomized smoothing defense by wrapping a pretrained PyTorch CIFAR-10 classifier to produce certifiably robust predictions under Gaussian noise, computing per-sample certified radii and robust accuracy at multiple thresholds, and saving both detailed certificates and an aggregate JSON report.",,
eb323c8a-6ddd-4950-b036-ef7854f696dd,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,Implement a randomized smoothing defense wrapping a pretrained CIFAR-10 ResNet18 with configurable Gaussian noise to certify predictions under L2 adversarial budgets. The CLI must also generate PGD adversarial examples to measure empirical robustness and write certified and empirical accuracy metrics to results.json.,,
fa54768d-53c4-4b06-8861-0c7fc96cf184,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Implement a randomized smoothing certification pipeline that wraps a pretrained CIFAR-10 PyTorch classifier to compute and report per-sample L2 robustness radii and average certified accuracy, saving results to cert_results.json and radii.csv with specified schema.",,
67100375-6784-4304-add2-1bda8f310b88,Machine Learning & AI,Responsible AI & Model Robustness,Adversarial Robustness & Defense,"Train a small CNN on MNIST, implement FGSM and multi-step PGD (with Expectation-over-Transformation for stochastic defenses) to craft adversarial examples at multiple L∞ epsilons, and report clean/robust accuracies with saved adversarial image grids. Add PGD adversarial training and a randomized smoothing inference defense, then re-evaluate and output a JSON metrics report plus a file of estimated certified radii for 100 test samples.",,
c68bd706-7925-4128-b595-c08285175ee4,Machine Learning & AI,Responsible AI & Model Robustness,Bias Detection & Mitigation,"Implement a Dockerized Python CLI that audits classification bias on a dataset with protected attributes by computing demographic parity, equalized odds, and disparate impact metrics, outputs JSON reports and plots, then applies a reweighing-based preprocessing to retrain a fair logistic regression and produces updated metrics and model artifacts.",,
f4200f4a-2697-49f7-924c-2481958d8981,Machine Learning & AI,Responsible AI & Model Robustness,Bias Detection & Mitigation,"Implement in PyTorch an adversarial debiasing pipeline using a gradient reversal layer to train a neural classifier that removes sensitive attribute information from learned representations on a tabular dataset. Compute and save pre- and post-debiasing fairness metrics (such as demographic parity, equal opportunity difference, and disparate impact) along with classification performance to /app/metrics.json.",,
29648b82-9dde-4906-8c3d-6913bff7e075,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Build a CLI pipeline that scans a raw text corpus, detects PII (emails, phones, names, addresses) via regex+NER, applies consistent pseudonymization, and produces both a redacted dataset and a provenance ledger with SHA-256 hashes, source URLs, and SPDX license IDs. Then evaluate a fine-tuned text generation model for privacy compliance by running canary extraction and membership inference tests, emitting a JSON report of leakage metrics and pass/fail flags against given thresholds.",,
97dc219e-c094-4084-a095-7258006b7c57,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Create a Python CLI tool that scans a JSONL dataset of customer interactions, automatically detects and redacts PII (names, locations, phone numbers, and email addresses) using regex patterns and a spaCy NER model, and outputs a sanitized dataset plus a compliance report summarizing redaction counts by type. Ensure the tool logs any records with missed or ambiguous redactions, maintains an audit trail, and exits with a non-zero code if validation checks fail.",,
4057a216-3879-4431-89e8-2809d458b1f3,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Implement a Python CLI that scans an input CSV with free-text fields, detects PII using regex patterns and spaCy NER, redacts each entity with a type-specific placeholder, and writes the sanitized CSV. Generate a JSON compliance report detailing counts per PII category and exemplar redacted snippets for audit.",,
234421b3-850f-460f-8191-44cf96c3bdf7,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Build a Python CLI that scans /app/data/{train,test} and /app/logs/inference.log for PII (names via a bundled dictionary, emails, phones, IPs, street addresses, government IDs) and validates that each record has provenance in /app/metadata.jsonl with a source, timestamp, and SPDX license from an allowed list. Automatically redact violations, emit a tamper-evident audit to /app/compliance_report.json with SHA-256 hashes and a redaction map, and exit non-zero if any unredacted PII or disallowed licenses remain.",,
df43241a-62ee-44fa-9a9c-356ca44134a3,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Build a streaming Python CLI that ingests a large CSV of free-text training data plus a whitelist of permitted licenses, detects and redacts PII (names, emails, phone numbers, addresses, SSNs) via regex and spaCy NER, and validates each row’s provenance against a provided source-to-license map. Output a JSONL compliance report with SHA-256 hashes of raw and redacted text, per-row PII categories found/redacted, license verdicts, and exit non-zero if any violation exceeds configured thresholds.",,
8e5b43e6-42ad-48fe-814e-12358747ee12,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Create a terminal CLI that validates a dataset’s licensing and provenance for model training by parsing per-file metadata and SPDX identifiers, verifying cryptographic hashes against a manifest, and checking compatibility with a specified usage policy (e.g., commercial use). The tool should emit a machine-readable compliance report and a symlinked approved/ subset, failing with clear diagnostics for missing, incompatible, or conflicting licenses.",,
b157750b-e7d5-47ff-a4f9-09a87f0f54e6,Machine Learning & AI,Responsible AI & Model Robustness,Ethical & Policy Compliance Validation,"Build a CLI that audits a JSONL training dataset and a local text-generation model for policy compliance by verifying data provenance (required source_url and license in an allowed whitelist) and detecting/redacting PII (emails, phones, addresses, SSNs) with deterministic hashing. Run a fixed red-teaming prompt suite against the model to flag PII leakage and disallowed content, then emit a compliance_report.json with per-rule counts, sample snippets, thresholds, overall pass/fail, and a sanitized_data.jsonl output.",,
